"onspostcodenospaces","X","Y","objectid","pcd2","hospcode","hospname","postcode","obs1url","ind1url","mortalityvalue","obs2url","ind2url","recommendvalue"
"CM158DR",0.316667502378482,51.623432892927,462990,"CM15 8DR","http://nhs.publishmydata.com/id/organisation/nacs/RAJ25","Brentwood Community Hospital","CM15 8DR","http://nhs.publishmydata.com/data/metric/96/year/2016/RAJ25","http://nhs.publishmydata.com/data/metric/96",1.1516,"http://nhs.publishmydata.com/data/metric/182/year/2016/RAJ25","http://nhs.publishmydata.com/data/metric/182",62
"CM166TN",0.123956702764768,51.7042997353359,464033,"CM16 6TN","http://nhs.publishmydata.com/id/organisation/nacs/RQWG1","St Margaret's Hospital","CM16 6TN","http://nhs.publishmydata.com/data/metric/96/year/2016/RQWG1","http://nhs.publishmydata.com/data/metric/96",0.9941,"http://nhs.publishmydata.com/data/metric/182/year/2016/RQWG1","http://nhs.publishmydata.com/data/metric/182",68
"CM17ET",0.466020949594921,51.7746615795529,458831,"CM1  7ET","http://nhs.publishmydata.com/id/organisation/nacs/RQ8L0","Broomfield Hospital","CM1 7ET","http://nhs.publishmydata.com/data/metric/96/year/2016/RQ8L0","http://nhs.publishmydata.com/data/metric/96",1.0814,"http://nhs.publishmydata.com/data/metric/182/year/2016/RQ8L0","http://nhs.publishmydata.com/data/metric/182",70
"CM201QX",0.08548406949829,51.771534507427,468115,"CM20 1QX","http://nhs.publishmydata.com/id/organisation/nacs/RQWG0","Princess Alexandra Hospital","CM20 1QX","http://nhs.publishmydata.com/data/metric/96/year/2016/RQWG0","http://nhs.publishmydata.com/data/metric/96",0.9941,"http://nhs.publishmydata.com/data/metric/182/year/2016/RQWG0","http://nhs.publishmydata.com/data/metric/182",68
"CM20PP",0.471231611022521,51.7302335430501,466326,"CM2  0PP","http://nhs.publishmydata.com/id/organisation/nacs/RAJ50","The Chelmsford Private Day Surgery Hospital","CM2 0PP","http://nhs.publishmydata.com/data/metric/96/year/2016/RAJ50","http://nhs.publishmydata.com/data/metric/96",1.1516,"http://nhs.publishmydata.com/data/metric/182/year/2016/RAJ50","http://nhs.publishmydata.com/data/metric/182",62
"CM235JH",0.174347663012499,51.8654892438283,471276,"CM23 5JH","http://nhs.publishmydata.com/id/organisation/nacs/RQWG2","Herts and Essex Community Hospital","CM23 5JH","http://nhs.publishmydata.com/data/metric/96/year/2016/RQWG2","http://nhs.publishmydata.com/data/metric/96",0.9941,"http://nhs.publishmydata.com/data/metric/182/year/2016/RQWG2","http://nhs.publishmydata.com/data/metric/182",68
"CM72LJ",0.545133394763727,51.8748500364378,476757,"CM7  2LJ","http://nhs.publishmydata.com/id/organisation/nacs/RQ8LK","William Julien Courtauld Hospital","CM7 2LJ","http://nhs.publishmydata.com/data/metric/96/year/2016/RQ8LK","http://nhs.publishmydata.com/data/metric/96",1.0814,"http://nhs.publishmydata.com/data/metric/182/year/2016/RQ8LK","http://nhs.publishmydata.com/data/metric/182",70
"CM72QU",0.541158398754463,51.8795943178589,476821,"CM7  2QU","http://nhs.publishmydata.com/id/organisation/nacs/RQ8LF","St Michael's Hospital","CM7 2QU","http://nhs.publishmydata.com/data/metric/96/year/2016/RQ8LF","http://nhs.publishmydata.com/data/metric/96",1.0814,"http://nhs.publishmydata.com/data/metric/182/year/2016/RQ8LF","http://nhs.publishmydata.com/data/metric/182",70
"CM96EG",0.671994182771425,51.7300113845808,481231,"CM9  6EG","http://nhs.publishmydata.com/id/organisation/nacs/RQ8LJ","St Peter's Hospital","CM9 6EG","http://nhs.publishmydata.com/data/metric/96/year/2016/RQ8LJ","http://nhs.publishmydata.com/data/metric/96",1.0814,"http://nhs.publishmydata.com/data/metric/182/year/2016/RQ8LJ","http://nhs.publishmydata.com/data/metric/182",70
"CO102RQ",0.736523970779286,52.0391250013149,484280,"CO10 2RQ","http://nhs.publishmydata.com/id/organisation/nacs/RGR43","St Leonards Hospital","CO10 2RQ","http://nhs.publishmydata.com/data/metric/96/year/2016/RGR43","http://nhs.publishmydata.com/data/metric/96",0.8765,"http://nhs.publishmydata.com/data/metric/182/year/2016/RGR43","http://nhs.publishmydata.com/data/metric/182",84
"CO33NB",0.889164456872281,51.8870841946809,492050,"CO3  3NB","http://nhs.publishmydata.com/id/organisation/nacs/RDEEB","Essex County Hospital","CO3 3NB","http://nhs.publishmydata.com/data/metric/96/year/2016/RDEEB","http://nhs.publishmydata.com/data/metric/96",1.0694,"http://nhs.publishmydata.com/data/metric/182/year/2016/RDEEB","http://nhs.publishmydata.com/data/metric/182",62
"CO45JL",0.899213357239099,51.91017519125,494164,"CO4  5JL","http://nhs.publishmydata.com/id/organisation/nacs/RDEE4","Colchester General Hospital","CO4 5JL","http://nhs.publishmydata.com/data/metric/96/year/2016/RDEE4","http://nhs.publishmydata.com/data/metric/96",1.0694,"http://nhs.publishmydata.com/data/metric/182/year/2016/RDEE4","http://nhs.publishmydata.com/data/metric/182",62
"CR77YE",-0.108757647311193,51.3891284281156,510585,"CR7  7YE","http://nhs.publishmydata.com/id/organisation/nacs/RJ611","Croydon University Hospital","CR7 7YE","http://nhs.publishmydata.com/data/metric/96/year/2016/RJ611","http://nhs.publishmydata.com/data/metric/96",0.9858,"http://nhs.publishmydata.com/data/metric/182/year/2016/RJ611","http://nhs.publishmydata.com/data/metric/182",57
"CR82YL",-0.114439647459024,51.3407397177598,511440,"CR8  2YL","http://nhs.publishmydata.com/id/organisation/nacs/RJ613","Purley War Memorial Hospital","CR8 2YL","http://nhs.publishmydata.com/data/metric/96/year/2016/RJ613","http://nhs.publishmydata.com/data/metric/96",0.9858,"http://nhs.publishmydata.com/data/metric/182/year/2016/RJ613","http://nhs.publishmydata.com/data/metric/182",57
"CT13NG",1.08711322337419,51.2665930192383,515190,"CT1  3NG","http://nhs.publishmydata.com/id/organisation/nacs/RVVKC","Kent and Canterbury Hospital","CT1 3NG","http://nhs.publishmydata.com/data/metric/96/year/2016/RVVKC","http://nhs.publishmydata.com/data/metric/96",0.9989,"http://nhs.publishmydata.com/data/metric/182/year/2016/RVVKC","http://nhs.publishmydata.com/data/metric/182",60
"CT170HD",1.29049516827714,51.1312332767979,521924,"CT17 0HD","http://nhs.publishmydata.com/id/organisation/nacs/RVV02","Buckland Hospital","CT17 0HD","http://nhs.publishmydata.com/data/metric/96/year/2016/RVV02","http://nhs.publishmydata.com/data/metric/96",0.9989,"http://nhs.publishmydata.com/data/metric/182/year/2016/RVV02","http://nhs.publishmydata.com/data/metric/182",60
"CT195BN",1.17192649038209,51.0859993702981,523260,"CT19 5BN","http://nhs.publishmydata.com/id/organisation/nacs/RVV03","Royal Victoria Hospital (Folkestone)","CT19 5BN","http://nhs.publishmydata.com/data/metric/96/year/2016/RVV03","http://nhs.publishmydata.com/data/metric/96",0.9989,"http://nhs.publishmydata.com/data/metric/182/year/2016/RVV03","http://nhs.publishmydata.com/data/metric/182",60
"CT94AN",1.38941098631607,51.3780594885966,532906,"CT9  4AN","http://nhs.publishmydata.com/id/organisation/nacs/RVV09","Queen Elizabeth The Queen Mother Hospital","CT9 4AN","http://nhs.publishmydata.com/data/metric/96/year/2016/RVV09","http://nhs.publishmydata.com/data/metric/96",0.9989,"http://nhs.publishmydata.com/data/metric/182/year/2016/RVV09","http://nhs.publishmydata.com/data/metric/182",60
"CV107DJ",-1.47843059962667,52.5125974860748,535396,"CV10 7DJ","http://nhs.publishmydata.com/id/organisation/nacs/RLT01","George Eliot Hospital","CV10 7DJ","http://nhs.publishmydata.com/data/metric/96/year/2016/RLT01","http://nhs.publishmydata.com/data/metric/96",1.1506,"http://nhs.publishmydata.com/data/metric/182/year/2016/RLT01","http://nhs.publishmydata.com/data/metric/182",67
"CV225PX",-1.25901819874947,52.3652914967397,541663,"CV22 5PX","http://nhs.publishmydata.com/id/organisation/nacs/RKB03","Hospital Of St Cross","CV22 5PX","http://nhs.publishmydata.com/data/metric/96/year/2016/RKB03","http://nhs.publishmydata.com/data/metric/96",1.0627,"http://nhs.publishmydata.com/data/metric/182/year/2016/RKB03","http://nhs.publishmydata.com/data/metric/182",77
"CV22DX",-1.43839475996703,52.4212289208384,538924,"CV2  2DX","http://nhs.publishmydata.com/id/organisation/nacs/RKB01","University Hospital (Coventry)","CV2 2DX","http://nhs.publishmydata.com/data/metric/96/year/2016/RKB01","http://nhs.publishmydata.com/data/metric/96",1.0627,"http://nhs.publishmydata.com/data/metric/182/year/2016/RKB01","http://nhs.publishmydata.com/data/metric/182",77
"CV345BW",-1.58346582677126,52.2900917204557,548652,"CV34 5BW","http://nhs.publishmydata.com/id/organisation/nacs/RJC02","Warwick Hospital","CV34 5BW","http://nhs.publishmydata.com/data/metric/96/year/2016/RJC02","http://nhs.publishmydata.com/data/metric/96",1.0548,"http://nhs.publishmydata.com/data/metric/182/year/2016/RJC02","http://nhs.publishmydata.com/data/metric/182",81
"CV364AX",-1.6225390099788,52.0668704590787,550795,"CV36 4AX","http://nhs.publishmydata.com/id/organisation/nacs/RJC04","Ellen Badger Hospital","CV36 4AX","http://nhs.publishmydata.com/data/metric/96/year/2016/RJC04","http://nhs.publishmydata.com/data/metric/96",1.0548,"http://nhs.publishmydata.com/data/metric/182/year/2016/RJC04","http://nhs.publishmydata.com/data/metric/182",81
"CV376NX",-1.71339065039059,52.1952786155831,552022,"CV37 6NX","http://nhs.publishmydata.com/id/organisation/nacs/RJC03","Stratford Hospital","CV37 6NX","http://nhs.publishmydata.com/data/metric/96/year/2016/RJC03","http://nhs.publishmydata.com/data/metric/96",1.0548,"http://nhs.publishmydata.com/data/metric/182/year/2016/RJC03","http://nhs.publishmydata.com/data/metric/182",81
"CW123AR",-2.20267466911389,53.158042190359,565576,"CW12 3AR","http://nhs.publishmydata.com/id/organisation/nacs/RJN63","Congleton War Memorial Hospital","CW12 3AR","http://nhs.publishmydata.com/data/metric/96/year/2016/RJN63","http://nhs.publishmydata.com/data/metric/96",1.0279,"http://nhs.publishmydata.com/data/metric/182/year/2016/RJN63","http://nhs.publishmydata.com/data/metric/182",67
"CW14QJ",-2.47586324928886,53.1177013775815,562024,"CW1  4QJ","http://nhs.publishmydata.com/id/organisation/nacs/RBT20","Leighton Hospital","CW1 4QJ","http://nhs.publishmydata.com/data/metric/96/year/2016/RBT20","http://nhs.publishmydata.com/data/metric/96",0.9684,"http://nhs.publishmydata.com/data/metric/182/year/2016/RBT20","http://nhs.publishmydata.com/data/metric/182",75
"CW72DF",-2.53162951721001,53.1956956645698,570619,"CW7  2DF","http://nhs.publishmydata.com/id/organisation/nacs/RBTPP","Elmhurst Intermediate Care Centre","CW7 2DF","http://nhs.publishmydata.com/data/metric/96/year/2016/RBTPP","http://nhs.publishmydata.com/data/metric/96",0.9684,"http://nhs.publishmydata.com/data/metric/182/year/2016/RBTPP","http://nhs.publishmydata.com/data/metric/182",75
"CW81AW",-2.51979762136649,53.2619070756562,571480,"CW8  1AW","http://nhs.publishmydata.com/id/organisation/nacs/RBT21","Victoria Infirmary (Northwich)","CW8 1AW","http://nhs.publishmydata.com/data/metric/96/year/2016/RBT21","http://nhs.publishmydata.com/data/metric/96",0.9684,"http://nhs.publishmydata.com/data/metric/182/year/2016/RBT21","http://nhs.publishmydata.com/data/metric/182",75
"DA28DA",0.258673532377958,51.4349519449606,582624,"DA2  8DA","http://nhs.publishmydata.com/id/organisation/nacs/RN707","Darent Valley Hospital","DA2 8DA","http://nhs.publishmydata.com/data/metric/96/year/2016/RN707","http://nhs.publishmydata.com/data/metric/96",1.0695,"http://nhs.publishmydata.com/data/metric/182/year/2016/RN707","http://nhs.publishmydata.com/data/metric/182",83
"DA83EE",0.166670699074787,51.4771129422507,586136,"DA8  3EE","http://nhs.publishmydata.com/id/organisation/nacs/RN7ED","Erith and District Hospital","DA8 3EE","http://nhs.publishmydata.com/data/metric/96/year/2016/RN7ED","http://nhs.publishmydata.com/data/metric/96",1.0695,"http://nhs.publishmydata.com/data/metric/182/year/2016/RN7ED","http://nhs.publishmydata.com/data/metric/182",83
"DE12QY",-1.46856952686341,52.9142237893752,598890,"DE1  2QY","http://nhs.publishmydata.com/id/organisation/nacs/RTGFA","London Road Community Hospital","DE1 2QY","http://nhs.publishmydata.com/data/metric/96/year/2016/RTGFA","http://nhs.publishmydata.com/data/metric/96",1.0242,"http://nhs.publishmydata.com/data/metric/182/year/2016/RTGFA","http://nhs.publishmydata.com/data/metric/182",81
"DE130RB",-1.65637878871944,52.8177927752188,601717,"DE13 0RB","http://nhs.publishmydata.com/id/organisation/nacs/RJF02","Queen's Hospital, Burton Upon Trent","DE13 0RB","http://nhs.publishmydata.com/data/metric/96/year/2016/RJF02","http://nhs.publishmydata.com/data/metric/96",0.9653,"http://nhs.publishmydata.com/data/metric/182/year/2016/RJF02","http://nhs.publishmydata.com/data/metric/182",70
"DE223NE",-1.51451023451506,52.911210709917,608553,"DE22 3NE","http://nhs.publishmydata.com/id/organisation/nacs/RTGFG","Royal Derby Hospital","DE22 3NE","http://nhs.publishmydata.com/data/metric/96/year/2016/RTGFG","http://nhs.publishmydata.com/data/metric/96",1.0242,"http://nhs.publishmydata.com/data/metric/182/year/2016/RTGFG","http://nhs.publishmydata.com/data/metric/182",81
"DH15TW",-1.59384507493824,54.7885063800023,636512,"DH1  5TW","http://nhs.publishmydata.com/id/organisation/nacs/RXPCP","University Hospital Of North Durham","DH1 5TW","http://nhs.publishmydata.com/data/metric/96/year/2016/RXPCP","http://nhs.publishmydata.com/data/metric/96",1.023,"http://nhs.publishmydata.com/data/metric/182/year/2016/RXPCP","http://nhs.publishmydata.com/data/metric/182",61
"DH33AT",-1.5750755758218,54.8509427081955,638179,"DH3  3AT","http://nhs.publishmydata.com/id/organisation/nacs/RXPCC","Chester Le Street Hospital","DH3 3AT","http://nhs.publishmydata.com/data/metric/96/year/2016/RXPCC","http://nhs.publishmydata.com/data/metric/96",1.023,"http://nhs.publishmydata.com/data/metric/182/year/2016/RXPCC","http://nhs.publishmydata.com/data/metric/182",61
"DH80NB",-1.84280804024125,54.869087983462,643205,"DH8  0NB","http://nhs.publishmydata.com/id/organisation/nacs/RXPCW","Shotley Bridge Hospital","DH8 0NB","http://nhs.publishmydata.com/data/metric/96/year/2016/RXPCW","http://nhs.publishmydata.com/data/metric/96",1.023,"http://nhs.publishmydata.com/data/metric/182/year/2016/RXPCW","http://nhs.publishmydata.com/data/metric/182",61
"DL104UJ",-1.73834817938904,54.4049085029799,648369,"DL10 4UJ","http://nhs.publishmydata.com/id/organisation/nacs/RTR07","Friary Hospital","DL10 4UJ","http://nhs.publishmydata.com/data/metric/96/year/2016/RTR07","http://nhs.publishmydata.com/data/metric/96",1.1009,"http://nhs.publishmydata.com/data/metric/182/year/2016/RTR07","http://nhs.publishmydata.com/data/metric/182",72
"DL11JE",-1.53758111226971,54.5248781958004,646313,"DL1  1JE","http://nhs.publishmydata.com/id/organisation/nacs/RXP63","Hundens Lane Day Hospital - Darlington","DL1 1JE","http://nhs.publishmydata.com/data/metric/96/year/2016/RXP63","http://nhs.publishmydata.com/data/metric/96",1.023,"http://nhs.publishmydata.com/data/metric/182/year/2016/RXP63","http://nhs.publishmydata.com/data/metric/182",61
"DL128ET",-1.91756710195727,54.5466165921296,650006,"DL12 8ET","http://nhs.publishmydata.com/id/organisation/nacs/RXPCJ","Richardson Hospital","DL12 8ET","http://nhs.publishmydata.com/data/metric/96/year/2016/RXPCJ","http://nhs.publishmydata.com/data/metric/96",1.023,"http://nhs.publishmydata.com/data/metric/182/year/2016/RXPCJ","http://nhs.publishmydata.com/data/metric/182",61
"DL128HT",-1.91616220906729,54.5457169570303,650035,"DL12 8HT","http://nhs.publishmydata.com/id/organisation/nacs/RXP35","New Richardson Hospital","DL12 8HT","http://nhs.publishmydata.com/data/metric/96/year/2016/RXP35","http://nhs.publishmydata.com/data/metric/96",1.023,"http://nhs.publishmydata.com/data/metric/182/year/2016/RXP35","http://nhs.publishmydata.com/data/metric/182",61
"DL132JR",-2.01857255088642,54.7480150822648,650804,"DL13 2JR","http://nhs.publishmydata.com/id/organisation/nacs/RXP69","Weardale Hospital","DL13 2JR","http://nhs.publishmydata.com/data/metric/96/year/2016/RXP69","http://nhs.publishmydata.com/data/metric/96",1.023,"http://nhs.publishmydata.com/data/metric/182/year/2016/RXP69","http://nhs.publishmydata.com/data/metric/182",61
"DL146AD",-1.67855691702324,54.65585728966,651923,"DL14 6AD","http://nhs.publishmydata.com/id/organisation/nacs/RXPBA","Bishop Auckland Hospital","DL14 6AD","http://nhs.publishmydata.com/data/metric/96/year/2016/RXPBA","http://nhs.publishmydata.com/data/metric/96",1.023,"http://nhs.publishmydata.com/data/metric/182/year/2016/RXPBA","http://nhs.publishmydata.com/data/metric/182",61
"DL36HX",-1.56374158251712,54.5303853880116,656573,"DL3  6HX","http://nhs.publishmydata.com/id/organisation/nacs/RXPDA","Darlington Memorial Hospital","DL3 6HX","http://nhs.publishmydata.com/data/metric/96/year/2016/RXPDA","http://nhs.publishmydata.com/data/metric/96",1.023,"http://nhs.publishmydata.com/data/metric/182/year/2016/RXPDA","http://nhs.publishmydata.com/data/metric/182",61
"DL61JG",-1.43054359909814,54.3423430417153,659181,"DL6  1JG","http://nhs.publishmydata.com/id/organisation/nacs/RTR45","Friarage Hospital Site","DL6 1JG","http://nhs.publishmydata.com/data/metric/96/year/2016/RTR45","http://nhs.publishmydata.com/data/metric/96",1.1009,"http://nhs.publishmydata.com/data/metric/182/year/2016/RTR45","http://nhs.publishmydata.com/data/metric/182",72
"DN146RX",-0.87493570559438,53.715483119381,666877,"DN14 6RX","http://nhs.publishmydata.com/id/organisation/nacs/RJL31","Goole and District Hospital","DN14 6RX","http://nhs.publishmydata.com/data/metric/96/year/2016/RJL31","http://nhs.publishmydata.com/data/metric/96",1.0755,"http://nhs.publishmydata.com/data/metric/182/year/2016/RJL31","http://nhs.publishmydata.com/data/metric/182",56
"DN157BH",-0.667602816839926,53.5876036441006,668285,"DN15 7BH","http://nhs.publishmydata.com/id/organisation/nacs/RJL32","Scunthorpe General Hospital","DN15 7BH","http://nhs.publishmydata.com/data/metric/96/year/2016/RJL32","http://nhs.publishmydata.com/data/metric/96",1.0755,"http://nhs.publishmydata.com/data/metric/182/year/2016/RJL32","http://nhs.publishmydata.com/data/metric/182",56
"DN227XF",-0.950632964355013,53.3254718181963,675920,"DN22 7XF","http://nhs.publishmydata.com/id/organisation/nacs/RP5RE","Retford Hospital","DN22 7XF","http://nhs.publishmydata.com/data/metric/96/year/2016/RP5RE","http://nhs.publishmydata.com/data/metric/96",1.0004,"http://nhs.publishmydata.com/data/metric/182/year/2016/RP5RE","http://nhs.publishmydata.com/data/metric/182",64
"DN25LT",-1.10922899489819,53.5307707895291,672188,"DN2  5LT","http://nhs.publishmydata.com/id/organisation/nacs/RP5DR","Doncaster Royal Infirmary","DN2 5LT","http://nhs.publishmydata.com/data/metric/96/year/2016/RP5DR","http://nhs.publishmydata.com/data/metric/96",1.0004,"http://nhs.publishmydata.com/data/metric/182/year/2016/RP5DR","http://nhs.publishmydata.com/data/metric/182",64
"DN332BA",-0.096232770354558,53.5448820581421,679276,"DN33 2BA","http://nhs.publishmydata.com/id/organisation/nacs/RJL30","Diana, Princess Of Wales Hospital","DN33 2BA","http://nhs.publishmydata.com/data/metric/96/year/2016/RJL30","http://nhs.publishmydata.com/data/metric/96",1.0755,"http://nhs.publishmydata.com/data/metric/182/year/2016/RJL30","http://nhs.publishmydata.com/data/metric/182",56
"DT12JY",-2.44693420866105,50.712931106574,690384,"DT1  2JY","http://nhs.publishmydata.com/id/organisation/nacs/RBD01","Dorset County Hospital","DT1 2JY","http://nhs.publishmydata.com/data/metric/96/year/2016/RBD01","http://nhs.publishmydata.com/data/metric/96",1.1493,"http://nhs.publishmydata.com/data/metric/182/year/2016/RBD01","http://nhs.publishmydata.com/data/metric/182",74
"DY116RJ",-2.26133192726952,52.3851834339147,702394,"DY11 6RJ","http://nhs.publishmydata.com/id/organisation/nacs/RWPTC","Kidderminster Treatment Centre - Acute Trust","DY11 6RJ","http://nhs.publishmydata.com/data/metric/96/year/2016/RWPTC","http://nhs.publishmydata.com/data/metric/96",1.1257,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWPTC","http://nhs.publishmydata.com/data/metric/182",56
"DY116RJ",-2.26133192726952,52.3851834339147,702394,"DY11 6RJ","http://nhs.publishmydata.com/id/organisation/nacs/RWP31","Kidderminster Hospital & Treatment Centre","DY11 6RJ","http://nhs.publishmydata.com/data/metric/96/year/2016/RWP31","http://nhs.publishmydata.com/data/metric/96",1.1257,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWP31","http://nhs.publishmydata.com/data/metric/182",56
"DY12HQ",-2.11851160697185,52.5029586603202,699749,"DY1  2HQ","http://nhs.publishmydata.com/id/organisation/nacs/RNA01","Russells Hall Hospital","DY1 2HQ","http://nhs.publishmydata.com/data/metric/96/year/2016/RNA01","http://nhs.publishmydata.com/data/metric/96",0.998,"http://nhs.publishmydata.com/data/metric/182/year/2016/RNA01","http://nhs.publishmydata.com/data/metric/182",75
"DY14SE",-2.07261971772531,52.5190971418767,700379,"DY1  4SE","http://nhs.publishmydata.com/id/organisation/nacs/RNA02","Guest Hospital","DY1 4SE","http://nhs.publishmydata.com/data/metric/96/year/2016/RNA02","http://nhs.publishmydata.com/data/metric/96",0.998,"http://nhs.publishmydata.com/data/metric/182/year/2016/RNA02","http://nhs.publishmydata.com/data/metric/182",75
"DY84JB",-2.14639161120362,52.465420731405,711932,"DY8  4JB","http://nhs.publishmydata.com/id/organisation/nacs/RNA04","Corbett Hospital","DY8 4JB","http://nhs.publishmydata.com/data/metric/96/year/2016/RNA04","http://nhs.publishmydata.com/data/metric/96",0.998,"http://nhs.publishmydata.com/data/metric/182/year/2016/RNA04","http://nhs.publishmydata.com/data/metric/182",75
"E111NR",0.002665695273457,51.5788328025639,717826,"E11  1NR","http://nhs.publishmydata.com/id/organisation/nacs/R1HKH","Whipps Cross University Hospital","E11 1NR","http://nhs.publishmydata.com/data/metric/96/year/2016/R1HKH","http://nhs.publishmydata.com/data/metric/96",0.9003,"http://nhs.publishmydata.com/data/metric/182/year/2016/R1HKH","http://nhs.publishmydata.com/data/metric/182",56
"E11BZ",-0.059200949336078,51.519037255329,713970,"E1   1BZ","http://nhs.publishmydata.com/id/organisation/nacs/R1H12","The Royal London Hospital","E1 1BZ","http://nhs.publishmydata.com/data/metric/96/year/2016/R1H12","http://nhs.publishmydata.com/data/metric/96",0.9003,"http://nhs.publishmydata.com/data/metric/182/year/2016/R1H12","http://nhs.publishmydata.com/data/metric/182",56
"E138SL",0.034744529170042,51.5227773922527,720371,"E13  8SL","http://nhs.publishmydata.com/id/organisation/nacs/R1HNH","Newham General Hospital","E13 8SL","http://nhs.publishmydata.com/data/metric/96/year/2016/R1HNH","http://nhs.publishmydata.com/data/metric/96",0.9003,"http://nhs.publishmydata.com/data/metric/182/year/2016/R1HNH","http://nhs.publishmydata.com/data/metric/182",56
"E14DG",-0.042179115139312,51.5250491562697,714754,"E1   4DG","http://nhs.publishmydata.com/id/organisation/nacs/R1H13","Mile End Hospital","E1 4DG","http://nhs.publishmydata.com/data/metric/96/year/2016/R1H13","http://nhs.publishmydata.com/data/metric/96",0.9003,"http://nhs.publishmydata.com/data/metric/182/year/2016/R1H13","http://nhs.publishmydata.com/data/metric/182",56
"E96SR",-0.046071610699329,51.5506350928451,740371,"E9   6SR","http://nhs.publishmydata.com/id/organisation/nacs/RQXM1","Homerton University Hospital Foundation Trust","E9 6SR","http://nhs.publishmydata.com/data/metric/96/year/2016/RQXM1","http://nhs.publishmydata.com/data/metric/96",0.9421,"http://nhs.publishmydata.com/data/metric/182/year/2016/RQXM1","http://nhs.publishmydata.com/data/metric/182",74
"EC1A7BE",-0.100378378217027,51.517751430178,741222,"EC1A 7BE","http://nhs.publishmydata.com/id/organisation/nacs/R1HM0","St Bartholomew's Hospital","EC1A 7BE","http://nhs.publishmydata.com/data/metric/96/year/2016/R1HM0","http://nhs.publishmydata.com/data/metric/96",0.9003,"http://nhs.publishmydata.com/data/metric/182/year/2016/R1HM0","http://nhs.publishmydata.com/data/metric/182",56
"EN28JL",-0.102869199662763,51.6668064639099,789008,"EN2  8JL","http://nhs.publishmydata.com/id/organisation/nacs/RALC7","Chase Farm Hospital","EN2 8JL","http://nhs.publishmydata.com/data/metric/96/year/2016/RALC7","http://nhs.publishmydata.com/data/metric/96",0.8852,"http://nhs.publishmydata.com/data/metric/182/year/2016/RALC7","http://nhs.publishmydata.com/data/metric/182",72
"EN53DJ",-0.214126994116998,51.6507287829125,792239,"EN5  3DJ","http://nhs.publishmydata.com/id/organisation/nacs/RAL26","Barnet Hospital","EN5 3DJ","http://nhs.publishmydata.com/data/metric/96/year/2016/RAL26","http://nhs.publishmydata.com/data/metric/96",0.8852,"http://nhs.publishmydata.com/data/metric/182/year/2016/RAL26","http://nhs.publishmydata.com/data/metric/182",72
"EX12ED",-3.51403886587921,50.7243760613633,797969,"EX1  2ED","http://nhs.publishmydata.com/id/organisation/nacs/RH802","Heavitree Hospital","EX1 2ED","http://nhs.publishmydata.com/data/metric/96/year/2016/RH802","http://nhs.publishmydata.com/data/metric/96",0.9815,"http://nhs.publishmydata.com/data/metric/182/year/2016/RH802","http://nhs.publishmydata.com/data/metric/182",81
"EX226JQ",-4.34968996711958,50.8183136216272,810956,"EX22 6JQ","http://nhs.publishmydata.com/id/organisation/nacs/RBZ92","Holsworthy Hospital","EX22 6JQ","http://nhs.publishmydata.com/data/metric/96/year/2016/RBZ92","http://nhs.publishmydata.com/data/metric/96",1.0085,"http://nhs.publishmydata.com/data/metric/182/year/2016/RBZ92","http://nhs.publishmydata.com/data/metric/182",77
"EX25DW",-3.50669404730718,50.7166919180664,807960,"EX2  5DW","http://nhs.publishmydata.com/id/organisation/nacs/RH801","Royal Devon and Exeter Hospital (Wonford)","EX2 5DW","http://nhs.publishmydata.com/data/metric/96/year/2016/RH801","http://nhs.publishmydata.com/data/metric/96",0.9815,"http://nhs.publishmydata.com/data/metric/182/year/2016/RH801","http://nhs.publishmydata.com/data/metric/182",81
"EX314JB",-4.0504544337895,51.0921658146835,813705,"EX31 4JB","http://nhs.publishmydata.com/id/organisation/nacs/RBZ12","North Devon District Hospital","EX31 4JB","http://nhs.publishmydata.com/data/metric/96/year/2016/RBZ12","http://nhs.publishmydata.com/data/metric/96",1.0085,"http://nhs.publishmydata.com/data/metric/182/year/2016/RBZ12","http://nhs.publishmydata.com/data/metric/182",77
"EX348JF",-4.12444396426032,51.2045131372535,815798,"EX34 8JF","http://nhs.publishmydata.com/id/organisation/nacs/RBZ91","Ilfracombe Tyrrell Hospital","EX34 8JF","http://nhs.publishmydata.com/data/metric/96/year/2016/RBZ91","http://nhs.publishmydata.com/data/metric/96",1.0085,"http://nhs.publishmydata.com/data/metric/182/year/2016/RBZ91","http://nhs.publishmydata.com/data/metric/182",77
"EX364DP",-3.83925753303673,51.0170611243917,816612,"EX36 4DP","http://nhs.publishmydata.com/id/organisation/nacs/RBZ99","South Molton Hospital","EX36 4DP","http://nhs.publishmydata.com/data/metric/96/year/2016/RBZ99","http://nhs.publishmydata.com/data/metric/96",1.0085,"http://nhs.publishmydata.com/data/metric/182/year/2016/RBZ99","http://nhs.publishmydata.com/data/metric/182",77
"EX387BJ",-4.13699428601372,50.9547206091168,817028,"EX38 7BJ","http://nhs.publishmydata.com/id/organisation/nacs/RBZ98","Torrington Hospital","EX38 7BJ","http://nhs.publishmydata.com/data/metric/96/year/2016/RBZ98","http://nhs.publishmydata.com/data/metric/96",1.0085,"http://nhs.publishmydata.com/data/metric/182/year/2016/RBZ98","http://nhs.publishmydata.com/data/metric/182",77
