hospcode,hospname,postcode,obs1url,ind1url,mortalityvalue,obs2url,ind2url,recommendvalue
http://nhs.publishmydata.com/id/organisation/nacs/RAS01,Hillingdon Hospital,UB8 3NN,http://nhs.publishmydata.com/data/metric/96/year/2016/RAS01,http://nhs.publishmydata.com/data/metric/96,0.8805,http://nhs.publishmydata.com/data/metric/182/year/2016/RAS01,http://nhs.publishmydata.com/data/metric/182,66
http://nhs.publishmydata.com/id/organisation/nacs/RJ731,Queen Mary - St George's University Hospitals NHS Foundation Trust,SW15 5PN,http://nhs.publishmydata.com/data/metric/96/year/2016/RJ731,http://nhs.publishmydata.com/data/metric/96,0.9057,http://nhs.publishmydata.com/data/metric/182/year/2016/RJ731,http://nhs.publishmydata.com/data/metric/182,71
http://nhs.publishmydata.com/id/organisation/nacs/RBA11,Musgrove Park Hospital,TA1 5DA,http://nhs.publishmydata.com/data/metric/96/year/2016/RBA11,http://nhs.publishmydata.com/data/metric/96,1,http://nhs.publishmydata.com/data/metric/182/year/2016/RBA11,http://nhs.publishmydata.com/data/metric/182,82
http://nhs.publishmydata.com/id/organisation/nacs/RD115,Royal National Mineral Hospital For Rheumatic Diseases NHS Foundation Trust,BA1 1RL,http://nhs.publishmydata.com/data/metric/96/year/2016/RD115,http://nhs.publishmydata.com/data/metric/96,0.9741,http://nhs.publishmydata.com/data/metric/182/year/2016/RD115,http://nhs.publishmydata.com/data/metric/182,75
http://nhs.publishmydata.com/id/organisation/nacs/RBB01,Royal National Hospital For Rheumatic Diseases,BA1 1RL,http://nhs.publishmydata.com/data/metric/96/year/2016/RBB01,http://nhs.publishmydata.com/data/metric/96,0.9741,http://nhs.publishmydata.com/data/metric/182/year/2016/RBB01,http://nhs.publishmydata.com/data/metric/182,75
http://nhs.publishmydata.com/id/organisation/nacs/RN330,DEVIZES COMMUNITY HOSPITAL,SN10 1EF,http://nhs.publishmydata.com/data/metric/96/year/2016/RN330,http://nhs.publishmydata.com/data/metric/96,0.9466,http://nhs.publishmydata.com/data/metric/182/year/2016/RN330,http://nhs.publishmydata.com/data/metric/182,70
http://nhs.publishmydata.com/id/organisation/nacs/RD129,Paulton Hospital,BS39 7SB,http://nhs.publishmydata.com/data/metric/96/year/2016/RD129,http://nhs.publishmydata.com/data/metric/96,0.9741,http://nhs.publishmydata.com/data/metric/182/year/2016/RD129,http://nhs.publishmydata.com/data/metric/182,75
http://nhs.publishmydata.com/id/organisation/nacs/RBD01,Dorset County Hospital,DT1 2JY,http://nhs.publishmydata.com/data/metric/96/year/2016/RBD01,http://nhs.publishmydata.com/data/metric/96,1.1493,http://nhs.publishmydata.com/data/metric/182/year/2016/RBD01,http://nhs.publishmydata.com/data/metric/182,74
http://nhs.publishmydata.com/id/organisation/nacs/RDZ20,Royal Bournemouth General Hospital,BH7 7DW,http://nhs.publishmydata.com/data/metric/96/year/2016/RDZ20,http://nhs.publishmydata.com/data/metric/96,0.9843,http://nhs.publishmydata.com/data/metric/182/year/2016/RDZ20,http://nhs.publishmydata.com/data/metric/182,75
http://nhs.publishmydata.com/id/organisation/nacs/RBK02,Manor Hospital,WS2 9PS,http://nhs.publishmydata.com/data/metric/96/year/2016/RBK02,http://nhs.publishmydata.com/data/metric/96,1.046,http://nhs.publishmydata.com/data/metric/182/year/2016/RBK02,http://nhs.publishmydata.com/data/metric/182,51
http://nhs.publishmydata.com/id/organisation/nacs/RBL02,Victoria Central Hospital,CH44 5UF,http://nhs.publishmydata.com/data/metric/96/year/2016/RBL02,http://nhs.publishmydata.com/data/metric/96,0.9834,http://nhs.publishmydata.com/data/metric/182/year/2016/RBL02,http://nhs.publishmydata.com/data/metric/182,66
http://nhs.publishmydata.com/id/organisation/nacs/RBL14,Arrowe Park Hospital,CH49 5PE,http://nhs.publishmydata.com/data/metric/96/year/2016/RBL14,http://nhs.publishmydata.com/data/metric/96,0.9834,http://nhs.publishmydata.com/data/metric/182/year/2016/RBL14,http://nhs.publishmydata.com/data/metric/182,66
http://nhs.publishmydata.com/id/organisation/nacs/RBL20,Clatterbridge Hospital,CH63 4JY,http://nhs.publishmydata.com/data/metric/96/year/2016/RBL20,http://nhs.publishmydata.com/data/metric/96,0.9834,http://nhs.publishmydata.com/data/metric/182/year/2016/RBL20,http://nhs.publishmydata.com/data/metric/182,66
http://nhs.publishmydata.com/id/organisation/nacs/RBN01,Whiston Hospital,L35 5DR,http://nhs.publishmydata.com/data/metric/96/year/2016/RBN01,http://nhs.publishmydata.com/data/metric/96,1.0338,http://nhs.publishmydata.com/data/metric/182/year/2016/RBN01,http://nhs.publishmydata.com/data/metric/182,82
http://nhs.publishmydata.com/id/organisation/nacs/RBT20,Leighton Hospital,CW1 4QJ,http://nhs.publishmydata.com/data/metric/96/year/2016/RBT20,http://nhs.publishmydata.com/data/metric/96,0.9684,http://nhs.publishmydata.com/data/metric/182/year/2016/RBT20,http://nhs.publishmydata.com/data/metric/182,75
http://nhs.publishmydata.com/id/organisation/nacs/RBT21,Victoria Infirmary (Northwich),CW8 1AW,http://nhs.publishmydata.com/data/metric/96/year/2016/RBT21,http://nhs.publishmydata.com/data/metric/96,0.9684,http://nhs.publishmydata.com/data/metric/182/year/2016/RBT21,http://nhs.publishmydata.com/data/metric/182,75
http://nhs.publishmydata.com/id/organisation/nacs/RBZ91,Ilfracombe Tyrrell Hospital,EX34 8JF,http://nhs.publishmydata.com/data/metric/96/year/2016/RBZ91,http://nhs.publishmydata.com/data/metric/96,1.0085,http://nhs.publishmydata.com/data/metric/182/year/2016/RBZ91,http://nhs.publishmydata.com/data/metric/182,77
http://nhs.publishmydata.com/id/organisation/nacs/RBZ92,Holsworthy Hospital,EX22 6JQ,http://nhs.publishmydata.com/data/metric/96/year/2016/RBZ92,http://nhs.publishmydata.com/data/metric/96,1.0085,http://nhs.publishmydata.com/data/metric/182/year/2016/RBZ92,http://nhs.publishmydata.com/data/metric/182,77
http://nhs.publishmydata.com/id/organisation/nacs/RBZ95,Bideford Hospital,EX39 3AG,http://nhs.publishmydata.com/data/metric/96/year/2016/RBZ95,http://nhs.publishmydata.com/data/metric/96,1.0085,http://nhs.publishmydata.com/data/metric/182/year/2016/RBZ95,http://nhs.publishmydata.com/data/metric/182,77
http://nhs.publishmydata.com/id/organisation/nacs/RBZ98,Torrington Hospital,EX38 7BJ,http://nhs.publishmydata.com/data/metric/96/year/2016/RBZ98,http://nhs.publishmydata.com/data/metric/96,1.0085,http://nhs.publishmydata.com/data/metric/182/year/2016/RBZ98,http://nhs.publishmydata.com/data/metric/182,77
http://nhs.publishmydata.com/id/organisation/nacs/RBZ99,South Molton Hospital,EX36 4DP,http://nhs.publishmydata.com/data/metric/96/year/2016/RBZ99,http://nhs.publishmydata.com/data/metric/96,1.0085,http://nhs.publishmydata.com/data/metric/182/year/2016/RBZ99,http://nhs.publishmydata.com/data/metric/182,77
http://nhs.publishmydata.com/id/organisation/nacs/RC110,Bedford Hospital South Wing,MK42 9DJ,http://nhs.publishmydata.com/data/metric/96/year/2016/RC110,http://nhs.publishmydata.com/data/metric/96,0.9937,http://nhs.publishmydata.com/data/metric/182/year/2016/RC110,http://nhs.publishmydata.com/data/metric/182,78
http://nhs.publishmydata.com/id/organisation/nacs/RC111,Bedford Hospital North Wing,MK40 2NS,http://nhs.publishmydata.com/data/metric/96/year/2016/RC111,http://nhs.publishmydata.com/data/metric/96,0.9937,http://nhs.publishmydata.com/data/metric/182/year/2016/RC111,http://nhs.publishmydata.com/data/metric/182,78
http://nhs.publishmydata.com/id/organisation/nacs/R1K04,Ealing Hospital,UB1 3HW,http://nhs.publishmydata.com/data/metric/96/year/2016/R1K04,http://nhs.publishmydata.com/data/metric/96,0.903,http://nhs.publishmydata.com/data/metric/182/year/2016/R1K04,http://nhs.publishmydata.com/data/metric/182,63
http://nhs.publishmydata.com/id/organisation/nacs/R1K60,Meadow House,UB1 3HW,http://nhs.publishmydata.com/data/metric/96/year/2016/R1K60,http://nhs.publishmydata.com/data/metric/96,0.903,http://nhs.publishmydata.com/data/metric/182/year/2016/R1K60,http://nhs.publishmydata.com/data/metric/182,63
http://nhs.publishmydata.com/id/organisation/nacs/R1K60,Meadow House Hospice,UB1 3HW,http://nhs.publishmydata.com/data/metric/96/year/2016/R1K60,http://nhs.publishmydata.com/data/metric/96,0.903,http://nhs.publishmydata.com/data/metric/182/year/2016/R1K60,http://nhs.publishmydata.com/data/metric/182,63
http://nhs.publishmydata.com/id/organisation/nacs/RC971,Luton and Dunstable Hospital,LU4 0DZ,http://nhs.publishmydata.com/data/metric/96/year/2016/RC971,http://nhs.publishmydata.com/data/metric/96,1.1032,http://nhs.publishmydata.com/data/metric/182/year/2016/RC971,http://nhs.publishmydata.com/data/metric/182,72
http://nhs.publishmydata.com/id/organisation/nacs/RCB55,The York Hospital,YO31 8HE,http://nhs.publishmydata.com/data/metric/96/year/2016/RCB55,http://nhs.publishmydata.com/data/metric/96,0.9949,http://nhs.publishmydata.com/data/metric/182/year/2016/RCB55,http://nhs.publishmydata.com/data/metric/182,67
http://nhs.publishmydata.com/id/organisation/nacs/RCB05,St Monicas Hospital,YO61 3JD,http://nhs.publishmydata.com/data/metric/96/year/2016/RCB05,http://nhs.publishmydata.com/data/metric/96,0.9949,http://nhs.publishmydata.com/data/metric/182/year/2016/RCB05,http://nhs.publishmydata.com/data/metric/182,67
http://nhs.publishmydata.com/id/organisation/nacs/RCB07,The New Selby War Memorial Hospital,YO8 9BX,http://nhs.publishmydata.com/data/metric/96/year/2016/RCB07,http://nhs.publishmydata.com/data/metric/96,0.9949,http://nhs.publishmydata.com/data/metric/182/year/2016/RCB07,http://nhs.publishmydata.com/data/metric/182,67
http://nhs.publishmydata.com/id/organisation/nacs/RCBP9,White Cross Rehabilitation Hospital,YO31 8JR,http://nhs.publishmydata.com/data/metric/96/year/2016/RCBP9,http://nhs.publishmydata.com/data/metric/96,0.9949,http://nhs.publishmydata.com/data/metric/182/year/2016/RCBP9,http://nhs.publishmydata.com/data/metric/182,67
http://nhs.publishmydata.com/id/organisation/nacs/RCBTV,St Helens Rehabilitation Hospital,YO24 1HD,http://nhs.publishmydata.com/data/metric/96/year/2016/RCBTV,http://nhs.publishmydata.com/data/metric/96,0.9949,http://nhs.publishmydata.com/data/metric/182/year/2016/RCBTV,http://nhs.publishmydata.com/data/metric/182,67
http://nhs.publishmydata.com/id/organisation/nacs/RCBWH,Whitby Hospital - York Teaching Hospital NHS Foundation Trust,YO21 1EE,http://nhs.publishmydata.com/data/metric/96/year/2016/RCBWH,http://nhs.publishmydata.com/data/metric/96,0.9949,http://nhs.publishmydata.com/data/metric/182/year/2016/RCBWH,http://nhs.publishmydata.com/data/metric/182,67
http://nhs.publishmydata.com/id/organisation/nacs/RCD01,Harrogate District Hospital,HG2 7SX,http://nhs.publishmydata.com/data/metric/96/year/2016/RCD01,http://nhs.publishmydata.com/data/metric/96,0.9392,http://nhs.publishmydata.com/data/metric/182/year/2016/RCD01,http://nhs.publishmydata.com/data/metric/182,78
http://nhs.publishmydata.com/id/organisation/nacs/RCD02,Ripon and District Community Hospital,HG4 2PR,http://nhs.publishmydata.com/data/metric/96/year/2016/RCD02,http://nhs.publishmydata.com/data/metric/96,0.9392,http://nhs.publishmydata.com/data/metric/182/year/2016/RCD02,http://nhs.publishmydata.com/data/metric/182,78
http://nhs.publishmydata.com/id/organisation/nacs/RCD6D,The New Selby War Memorial Hospital - Harrogate and District NHS Foundation Trust,YO8 9BX,http://nhs.publishmydata.com/data/metric/96/year/2016/RCD6D,http://nhs.publishmydata.com/data/metric/96,0.9392,http://nhs.publishmydata.com/data/metric/182/year/2016/RCD6D,http://nhs.publishmydata.com/data/metric/182,78
http://nhs.publishmydata.com/id/organisation/nacs/RCF22,Airedale General Hospital,BD20 6TD,http://nhs.publishmydata.com/data/metric/96/year/2016/RCF22,http://nhs.publishmydata.com/data/metric/96,0.9074,http://nhs.publishmydata.com/data/metric/182/year/2016/RCF22,http://nhs.publishmydata.com/data/metric/182,76
http://nhs.publishmydata.com/id/organisation/nacs/RCF30,Castleberg Hospital,BD24 0BN,http://nhs.publishmydata.com/data/metric/96/year/2016/RCF30,http://nhs.publishmydata.com/data/metric/96,0.9074,http://nhs.publishmydata.com/data/metric/182/year/2016/RCF30,http://nhs.publishmydata.com/data/metric/182,76
http://nhs.publishmydata.com/id/organisation/nacs/RCF31,Skipton General Hospital,BD23 2RJ,http://nhs.publishmydata.com/data/metric/96/year/2016/RCF31,http://nhs.publishmydata.com/data/metric/96,0.9074,http://nhs.publishmydata.com/data/metric/182/year/2016/RCF31,http://nhs.publishmydata.com/data/metric/182,76
http://nhs.publishmydata.com/id/organisation/nacs/RCX70,The Queen Elizabeth Hospital,PE30 4ET,http://nhs.publishmydata.com/data/metric/96/year/2016/RCX70,http://nhs.publishmydata.com/data/metric/96,0.9107,http://nhs.publishmydata.com/data/metric/182/year/2016/RCX70,http://nhs.publishmydata.com/data/metric/182,61
http://nhs.publishmydata.com/id/organisation/nacs/RD130,Royal United Hospital,BA1 3NG,http://nhs.publishmydata.com/data/metric/96/year/2016/RD130,http://nhs.publishmydata.com/data/metric/96,0.9741,http://nhs.publishmydata.com/data/metric/182/year/2016/RD130,http://nhs.publishmydata.com/data/metric/182,75
http://nhs.publishmydata.com/id/organisation/nacs/RD304,Poole Hospital,BH15 2JB,http://nhs.publishmydata.com/data/metric/96/year/2016/RD304,http://nhs.publishmydata.com/data/metric/96,0.9172,http://nhs.publishmydata.com/data/metric/182/year/2016/RD304,http://nhs.publishmydata.com/data/metric/182,81
http://nhs.publishmydata.com/id/organisation/nacs/RDU25,Heatherwood Hospital,SL5 8AA,http://nhs.publishmydata.com/data/metric/96/year/2016/RDU25,http://nhs.publishmydata.com/data/metric/96,0.9341,http://nhs.publishmydata.com/data/metric/182/year/2016/RDU25,http://nhs.publishmydata.com/data/metric/182,80
http://nhs.publishmydata.com/id/organisation/nacs/RHW03,Prince Charles Eye Unit,SL4 3DP,http://nhs.publishmydata.com/data/metric/96/year/2016/RHW03,http://nhs.publishmydata.com/data/metric/96,0.9457,http://nhs.publishmydata.com/data/metric/182/year/2016/RHW03,http://nhs.publishmydata.com/data/metric/182,74
http://nhs.publishmydata.com/id/organisation/nacs/RXQ64,Chalfonts and Gerrards Cross Hospital,SL9 9DR,http://nhs.publishmydata.com/data/metric/96/year/2016/RXQ64,http://nhs.publishmydata.com/data/metric/96,0.9868,http://nhs.publishmydata.com/data/metric/182/year/2016/RXQ64,http://nhs.publishmydata.com/data/metric/182,62
http://nhs.publishmydata.com/id/organisation/nacs/RD816,Milton Keynes Hospital,MK6 5LD,http://nhs.publishmydata.com/data/metric/96/year/2016/RD816,http://nhs.publishmydata.com/data/metric/96,1.0261,http://nhs.publishmydata.com/data/metric/182/year/2016/RD816,http://nhs.publishmydata.com/data/metric/182,64
http://nhs.publishmydata.com/id/organisation/nacs/RDD02,Basildon Hospital - Dermatology Canvey Island,SS8 0JA,http://nhs.publishmydata.com/data/metric/96/year/2016/RDD02,http://nhs.publishmydata.com/data/metric/96,0.9421,http://nhs.publishmydata.com/data/metric/182/year/2016/RDD02,http://nhs.publishmydata.com/data/metric/182,67
http://nhs.publishmydata.com/id/organisation/nacs/RDD03,Basildon Hospital - Dermatology Benfleet,SS7 4EX,http://nhs.publishmydata.com/data/metric/96/year/2016/RDD03,http://nhs.publishmydata.com/data/metric/96,0.9421,http://nhs.publishmydata.com/data/metric/182/year/2016/RDD03,http://nhs.publishmydata.com/data/metric/182,67
http://nhs.publishmydata.com/id/organisation/nacs/RDDH0,Basildon University Hospital,SS16 5NL,http://nhs.publishmydata.com/data/metric/96/year/2016/RDDH0,http://nhs.publishmydata.com/data/metric/96,0.9421,http://nhs.publishmydata.com/data/metric/182/year/2016/RDDH0,http://nhs.publishmydata.com/data/metric/182,67
http://nhs.publishmydata.com/id/organisation/nacs/RDDH1,Orsett Hospital,RM16 3EU,http://nhs.publishmydata.com/data/metric/96/year/2016/RDDH1,http://nhs.publishmydata.com/data/metric/96,0.9421,http://nhs.publishmydata.com/data/metric/182/year/2016/RDDH1,http://nhs.publishmydata.com/data/metric/182,67
http://nhs.publishmydata.com/id/organisation/nacs/RDEE4,Colchester General Hospital,CO4 5JL,http://nhs.publishmydata.com/data/metric/96/year/2016/RDEE4,http://nhs.publishmydata.com/data/metric/96,1.0694,http://nhs.publishmydata.com/data/metric/182/year/2016/RDEE4,http://nhs.publishmydata.com/data/metric/182,62
http://nhs.publishmydata.com/id/organisation/nacs/RDEEB,Essex County Hospital,CO3 3NB,http://nhs.publishmydata.com/data/metric/96/year/2016/RDEEB,http://nhs.publishmydata.com/data/metric/96,1.0694,http://nhs.publishmydata.com/data/metric/182/year/2016/RDEEB,http://nhs.publishmydata.com/data/metric/182,62
http://nhs.publishmydata.com/id/organisation/nacs/RXH05,Brighton General Hospital,BN2 3EW,http://nhs.publishmydata.com/data/metric/96/year/2016/RXH05,http://nhs.publishmydata.com/data/metric/96,0.9583,http://nhs.publishmydata.com/data/metric/182/year/2016/RXH05,http://nhs.publishmydata.com/data/metric/182,59
http://nhs.publishmydata.com/id/organisation/nacs/RDZ05,Christchurch Hospital,BH23 2JX,http://nhs.publishmydata.com/data/metric/96/year/2016/RDZ05,http://nhs.publishmydata.com/data/metric/96,0.9843,http://nhs.publishmydata.com/data/metric/182/year/2016/RDZ05,http://nhs.publishmydata.com/data/metric/182,75
http://nhs.publishmydata.com/id/organisation/nacs/RE906,Elmville Unit at Monkton Hall,NE32 5NN,http://nhs.publishmydata.com/data/metric/96/year/2016/RE906,http://nhs.publishmydata.com/data/metric/96,1.1556,http://nhs.publishmydata.com/data/metric/182/year/2016/RE906,http://nhs.publishmydata.com/data/metric/182,62
http://nhs.publishmydata.com/id/organisation/nacs/RE9GA,South Tyneside District Hospital,NE34 0PL,http://nhs.publishmydata.com/data/metric/96/year/2016/RE9GA,http://nhs.publishmydata.com/data/metric/96,1.1556,http://nhs.publishmydata.com/data/metric/182/year/2016/RE9GA,http://nhs.publishmydata.com/data/metric/182,62
http://nhs.publishmydata.com/id/organisation/nacs/RE9GC,Primrose Hill Hospital,NE32 5HA,http://nhs.publishmydata.com/data/metric/96/year/2016/RE9GC,http://nhs.publishmydata.com/data/metric/96,1.1556,http://nhs.publishmydata.com/data/metric/182/year/2016/RE9GC,http://nhs.publishmydata.com/data/metric/182,62
http://nhs.publishmydata.com/id/organisation/nacs/RE9GF,Palmer Community Hospital,NE32 3UX,http://nhs.publishmydata.com/data/metric/96/year/2016/RE9GF,http://nhs.publishmydata.com/data/metric/96,1.1556,http://nhs.publishmydata.com/data/metric/182/year/2016/RE9GF,http://nhs.publishmydata.com/data/metric/182,62
http://nhs.publishmydata.com/id/organisation/nacs/REF01,West Cornwall Hospital (Penzance),TR18 2PF,http://nhs.publishmydata.com/data/metric/96/year/2016/REF01,http://nhs.publishmydata.com/data/metric/96,1.0857,http://nhs.publishmydata.com/data/metric/182/year/2016/REF01,http://nhs.publishmydata.com/data/metric/182,50
http://nhs.publishmydata.com/id/organisation/nacs/REF02,St Michael's Hospital,TR27 4JA,http://nhs.publishmydata.com/data/metric/96/year/2016/REF02,http://nhs.publishmydata.com/data/metric/96,1.0857,http://nhs.publishmydata.com/data/metric/182/year/2016/REF02,http://nhs.publishmydata.com/data/metric/182,50
http://nhs.publishmydata.com/id/organisation/nacs/REF12,Royal Cornwall Hospital (Treliske),TR1 3LQ,http://nhs.publishmydata.com/data/metric/96/year/2016/REF12,http://nhs.publishmydata.com/data/metric/96,1.0857,http://nhs.publishmydata.com/data/metric/182/year/2016/REF12,http://nhs.publishmydata.com/data/metric/182,50
http://nhs.publishmydata.com/id/organisation/nacs/REM20,Walton Hospital,L9 1AE,http://nhs.publishmydata.com/data/metric/96/year/2016/REM20,http://nhs.publishmydata.com/data/metric/96,1.0364,http://nhs.publishmydata.com/data/metric/182/year/2016/REM20,http://nhs.publishmydata.com/data/metric/182,70
http://nhs.publishmydata.com/id/organisation/nacs/REM21,Aintree University Hospital,L9 7AL,http://nhs.publishmydata.com/data/metric/96/year/2016/REM21,http://nhs.publishmydata.com/data/metric/96,1.0364,http://nhs.publishmydata.com/data/metric/182/year/2016/REM21,http://nhs.publishmydata.com/data/metric/182,70
http://nhs.publishmydata.com/id/organisation/nacs/RQ617,The Royal Liverpool University Hospital,L7 8XP,http://nhs.publishmydata.com/data/metric/96/year/2016/RQ617,http://nhs.publishmydata.com/data/metric/96,1.0229,http://nhs.publishmydata.com/data/metric/182/year/2016/RQ617,http://nhs.publishmydata.com/data/metric/182,75
http://nhs.publishmydata.com/id/organisation/nacs/RF4DG,King George Hospital,IG3 8YB,http://nhs.publishmydata.com/data/metric/96/year/2016/RF4DG,http://nhs.publishmydata.com/data/metric/96,0.9598,http://nhs.publishmydata.com/data/metric/182/year/2016/RF4DG,http://nhs.publishmydata.com/data/metric/182,59
http://nhs.publishmydata.com/id/organisation/nacs/RF4QH,Queen's Hospital,RM7 0AG,http://nhs.publishmydata.com/data/metric/96/year/2016/RF4QH,http://nhs.publishmydata.com/data/metric/96,0.9598,http://nhs.publishmydata.com/data/metric/182/year/2016/RF4QH,http://nhs.publishmydata.com/data/metric/182,59
http://nhs.publishmydata.com/id/organisation/nacs/RFFAA,Barnsley Hospital,S75 2EP,http://nhs.publishmydata.com/data/metric/96/year/2016/RFFAA,http://nhs.publishmydata.com/data/metric/96,0.9857,http://nhs.publishmydata.com/data/metric/182/year/2016/RFFAA,http://nhs.publishmydata.com/data/metric/182,60
http://nhs.publishmydata.com/id/organisation/nacs/RFRPA,Rotherham Hospital,S60 2UD,http://nhs.publishmydata.com/data/metric/96/year/2016/RFRPA,http://nhs.publishmydata.com/data/metric/96,1.0501,http://nhs.publishmydata.com/data/metric/182/year/2016/RFRPA,http://nhs.publishmydata.com/data/metric/182,56
http://nhs.publishmydata.com/id/organisation/nacs/RM350,Buxton Cottage Hospital - Salford Royal NHS Foundation Trust,SK17 9NJ,http://nhs.publishmydata.com/data/metric/96/year/2016/RM350,http://nhs.publishmydata.com/data/metric/96,0.8962,http://nhs.publishmydata.com/data/metric/182/year/2016/RM350,http://nhs.publishmydata.com/data/metric/182,82
http://nhs.publishmydata.com/id/organisation/nacs/RFSDA,Chesterfield Royal Hospital,S44 5BL,http://nhs.publishmydata.com/data/metric/96/year/2016/RFSDA,http://nhs.publishmydata.com/data/metric/96,0.9844,http://nhs.publishmydata.com/data/metric/182/year/2016/RFSDA,http://nhs.publishmydata.com/data/metric/182,67
http://nhs.publishmydata.com/id/organisation/nacs/RGN42,Peterborough District Hospital,PE3 6DA,http://nhs.publishmydata.com/data/metric/96/year/2016/RGN42,http://nhs.publishmydata.com/data/metric/96,1.0455,http://nhs.publishmydata.com/data/metric/182/year/2016/RGN42,http://nhs.publishmydata.com/data/metric/182,71
http://nhs.publishmydata.com/id/organisation/nacs/RGN49,Stamford and Rutland Hospital,PE9 1UA,http://nhs.publishmydata.com/data/metric/96/year/2016/RGN49,http://nhs.publishmydata.com/data/metric/96,1.0455,http://nhs.publishmydata.com/data/metric/182/year/2016/RGN49,http://nhs.publishmydata.com/data/metric/182,71
http://nhs.publishmydata.com/id/organisation/nacs/RGN66,Edith Cavell Hospital,PE3 9GZ,http://nhs.publishmydata.com/data/metric/96/year/2016/RGN66,http://nhs.publishmydata.com/data/metric/96,1.0455,http://nhs.publishmydata.com/data/metric/182/year/2016/RGN66,http://nhs.publishmydata.com/data/metric/182,71
http://nhs.publishmydata.com/id/organisation/nacs/RGN80,Peterborough City Hospital,PE3 9GZ,http://nhs.publishmydata.com/data/metric/96/year/2016/RGN80,http://nhs.publishmydata.com/data/metric/96,1.0455,http://nhs.publishmydata.com/data/metric/182/year/2016/RGN80,http://nhs.publishmydata.com/data/metric/182,71
http://nhs.publishmydata.com/id/organisation/nacs/RGP75,James Paget University Hospital,NR31 6LA,http://nhs.publishmydata.com/data/metric/96/year/2016/RGP75,http://nhs.publishmydata.com/data/metric/96,1.0895,http://nhs.publishmydata.com/data/metric/182/year/2016/RGP75,http://nhs.publishmydata.com/data/metric/182,77
http://nhs.publishmydata.com/id/organisation/nacs/RGP72,Lowestoft Hospital,NR32 1PT,http://nhs.publishmydata.com/data/metric/96/year/2016/RGP72,http://nhs.publishmydata.com/data/metric/96,1.0895,http://nhs.publishmydata.com/data/metric/182/year/2016/RGP72,http://nhs.publishmydata.com/data/metric/182,77
http://nhs.publishmydata.com/id/organisation/nacs/RGP77,Northgate Hospital,NR30 1BU,http://nhs.publishmydata.com/data/metric/96/year/2016/RGP77,http://nhs.publishmydata.com/data/metric/96,1.0895,http://nhs.publishmydata.com/data/metric/182/year/2016/RGP77,http://nhs.publishmydata.com/data/metric/182,77
http://nhs.publishmydata.com/id/organisation/nacs/RGQ02,The Ipswich Hospital,IP4 5PD,http://nhs.publishmydata.com/data/metric/96/year/2016/RGQ02,http://nhs.publishmydata.com/data/metric/96,0.9811,http://nhs.publishmydata.com/data/metric/182/year/2016/RGQ02,http://nhs.publishmydata.com/data/metric/182,76
http://nhs.publishmydata.com/id/organisation/nacs/RGR50,West Suffolk Hospital,IP33 2QZ,http://nhs.publishmydata.com/data/metric/96/year/2016/RGR50,http://nhs.publishmydata.com/data/metric/96,0.8765,http://nhs.publishmydata.com/data/metric/182/year/2016/RGR50,http://nhs.publishmydata.com/data/metric/182,84
http://nhs.publishmydata.com/id/organisation/nacs/RGT32,Rosie Hospital,CB2 0QQ,http://nhs.publishmydata.com/data/metric/96/year/2016/RGT32,http://nhs.publishmydata.com/data/metric/96,0.8363,http://nhs.publishmydata.com/data/metric/182/year/2016/RGT32,http://nhs.publishmydata.com/data/metric/182,82
http://nhs.publishmydata.com/id/organisation/nacs/RGT01,Addenbrooke's,CB2 0QQ,http://nhs.publishmydata.com/data/metric/96/year/2016/RGT01,http://nhs.publishmydata.com/data/metric/96,0.8363,http://nhs.publishmydata.com/data/metric/182/year/2016/RGT01,http://nhs.publishmydata.com/data/metric/182,82
http://nhs.publishmydata.com/id/organisation/nacs/RGT49,Royston Hospital,SG8 9EN,http://nhs.publishmydata.com/data/metric/96/year/2016/RGT49,http://nhs.publishmydata.com/data/metric/96,0.8363,http://nhs.publishmydata.com/data/metric/182/year/2016/RGT49,http://nhs.publishmydata.com/data/metric/182,82
http://nhs.publishmydata.com/id/organisation/nacs/RQWG0,Princess Alexandra Hospital,CM20 1QX,http://nhs.publishmydata.com/data/metric/96/year/2016/RQWG0,http://nhs.publishmydata.com/data/metric/96,0.9941,http://nhs.publishmydata.com/data/metric/182/year/2016/RQWG0,http://nhs.publishmydata.com/data/metric/182,68
http://nhs.publishmydata.com/id/organisation/nacs/RQQ31,Hinchingbrooke Hospital,PE29 6NT,http://nhs.publishmydata.com/data/metric/96/year/2016/RQQ31,http://nhs.publishmydata.com/data/metric/96,1.0828,http://nhs.publishmydata.com/data/metric/182/year/2016/RQQ31,http://nhs.publishmydata.com/data/metric/182,72
http://nhs.publishmydata.com/id/organisation/nacs/RH801,Royal Devon and Exeter Hospital (Wonford),EX2 5DW,http://nhs.publishmydata.com/data/metric/96/year/2016/RH801,http://nhs.publishmydata.com/data/metric/96,0.9815,http://nhs.publishmydata.com/data/metric/182/year/2016/RH801,http://nhs.publishmydata.com/data/metric/182,81
http://nhs.publishmydata.com/id/organisation/nacs/RH802,Heavitree Hospital,EX1 2ED,http://nhs.publishmydata.com/data/metric/96/year/2016/RH802,http://nhs.publishmydata.com/data/metric/96,0.9815,http://nhs.publishmydata.com/data/metric/182/year/2016/RH802,http://nhs.publishmydata.com/data/metric/182,81
